commit date git,commit sha,jira_id,affected versions,fixed version
2012-03-08T13:35:28Z,d5a2478c8e103ccc3c6f4dac1301993a3ad3b27d,SYNCOPE-29,[1.0.0-incubating],[1.0.0-incubating],2012-03-08T13:27:47.000+0000
2012-03-07T14:57:57Z,dd02660c060fac2fe5b668394c34a73f9714452d,SYNCOPE-27,[1.0.0-incubating],[1.0.0-incubating],2012-03-07T14:40:20.000+0000
2012-03-02T10:00:10Z,e797a8c4ba8e04129e25713db98520105283e58f,SYNCOPE-23,[1.0.0-incubating],[1.0.0-incubating],2012-03-02T09:19:01.000+0000
2012-03-16T14:17:10Z,606e32ec4f8c3e184dc58702862516705a71a0ad,SYNCOPE-21,[1.0.0-incubating],[1.0.0-incubating],2012-03-02T09:01:55.000+0000
2012-03-02T16:10:28Z,3d40c0df5751f8b9aa82c97fe89a5e826557106c,SYNCOPE-21,[1.0.0-incubating],[1.0.0-incubating],2012-03-02T09:01:55.000+0000
2012-03-13T16:37:26Z,9ba31b2eefd37f1055020ea38cd58551a5303990,SYNCOPE-18,[1.0.0-incubating],[1.0.0-incubating],2012-03-01T15:14:01.000+0000
2012-03-01T14:53:21Z,17f7f5a0b91d696499d6570b3e7f53904be1e25d,SYNCOPE-17,[1.0.0-incubating],[1.0.0-incubating],2012-03-01T14:28:34.000+0000
2012-03-01T15:09:24Z,0a5bb7c528e9a8caf6df78834d259c8c7275add2,SYNCOPE-16,[1.0.0-incubating],[1.0.0-incubating],2012-03-01T11:41:37.000+0000
2012-02-29T18:08:43Z,651ed51aa27b0813788940083c28a3c06a612e44,SYNCOPE-12,[1.0.0-incubating],[1.0.0-incubating],2012-02-29T14:02:13.000+0000
2012-02-29T13:36:41Z,88e7f6e1ea6eaa7bc9e65a784860ae83165110dd,SYNCOPE-11,[1.0.0-incubating],[1.0.0-incubating],2012-02-29T10:19:28.000+0000
2012-02-28T15:36:04Z,5b42ee2cf1e6489193876b1fd26205a571f733fc,SYNCOPE-10,[1.0.0-incubating],[1.0.0-incubating],2012-02-28T10:56:09.000+0000
2012-02-27T11:46:50Z,206e754bec8169cc6c77e98f1535c499717634e0,SYNCOPE-8,[1.0.0-incubating],[1.0.0-incubating],2012-02-24T17:13:02.000+0000
2012-02-24T16:25:52Z,2c0ca3967173acbce785f8c95d72a5c2e7ead472,SYNCOPE-3,[1.0.0-incubating],[1.0.0-incubating],2012-02-23T07:41:54.000+0000
2012-02-21T16:36:26Z,2a8d0486d0388ea83e88775aaaa5980d55668e92,SYNCOPE-1,[1.0.0-incubating],[1.0.0-incubating],2012-02-21T14:26:29.000+0000
