version,commit sha,jira_id,affected versions,fixed version,opening version,opening data,fixed data,commit file,added,deleted
2.0.11,e851b2818d72137f5e049d4b810504f51d6a0d70,SYNCOPE-1387,2.0.8  2.0.9  2.1.0  2.0.10  2.1.1,2.0.11,2.0.11,2018-10-23T08:16:41.000+0000,2018-10-23T12:27:52.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultRealmPullResultHandler.java,14,14
2.0.11,01e32d2d0ad7a9f171440dcf369da6a8f72a7d4b,SYNCOPE-1388,2.0.8  2.0.9  2.1.0  2.0.10  2.1.1,2.0.11,2.0.11,2018-10-23T08:35:18.000+0000,2018-10-30T17:03:29.000+0000,client/console/src/main/java/org/apache/syncope/client/console/SyncopeConsoleApplication.java client/console/src/main/java/org/apache/syncope/client/console/SyncopeConsoleSession.java client/console/src/main/java/org/apache/syncope/client/console/panels/AnyTypesPanel.java client/enduser/src/main/java/org/apache/syncope/client/enduser/SyncopeEnduserSession.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfChangePassword.java client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfReadResource.java core/logic/src/main/java/org/apache/syncope/core/logic/UserLogic.java core/spring/src/main/java/org/apache/syncope/core/spring/security/MustChangePasswordFilter.java core/spring/src/main/java/org/apache/syncope/core/spring/security/SyncopeJWTSSOProvider.java ext/saml2sp/client-console/src/main/java/org/apache/syncope/client/console/pages/SAML2SPLogin.java fit/core-reference/src/test/java/org/apache/syncope/fit/core/UserSelfITCase.java,1 17 2 14 1 0 8 2 1 0 6,2 7 2 9 11 1 4 8 1 1 6
2.0.11,6d285b20104369f1afcb85f162386b1eae827038,SYNCOPE-1389,2.0.10  2.1.1,2.0.11,2.0.11,2018-10-24T10:47:19.000+0000,2018-10-24T15:06:10.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/PropagationManagerImpl.java,3,1
2.0.11,2a5ebc988df1d1717835f0195e479736791abf91,SYNCOPE-1390,2.0.10  2.1.1,2.0.11,2.0.11,2018-11-01T09:21:48.000+0000,2018-11-02T10:05:02.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultRealmPullResultHandler.java,9,7
2.0.12,65756405fe897eb8c0a35db2e1473bd7fb0cecdf,SYNCOPE-1391,2.0.11  2.1.2,2.0.12,2.0.11,2018-11-02T12:09:33.000+0000,2018-11-12T16:06:35.000+0000,,,
2.0.12,92207203968241d23d5d81fdf43c4923abddbffc,SYNCOPE-1393,2.0.10  2.1.1  2.0.11  2.1.2,2.0.12,2.0.12,2018-11-05T11:05:27.000+0000,2018-11-05T13:56:14.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/jexl/SyncopeJexlFunctions.java,1,1
2.0.12,85fe179ec541685e28b83cea55cec2b9341a50c3,SYNCOPE-1399,2.0.12,2.1.3,2.0.12,2018-11-20T11:30:29.000+0000,2018-11-20T17:10:30.000+0000,ext/elasticsearch/client-elasticsearch/src/main/java/org/apache/syncope/ext/elasticsearch/client/ElasticsearchIndexManager.java ext/elasticsearch/client-elasticsearch/src/main/java/org/apache/syncope/ext/elasticsearch/client/ElasticsearchUtils.java ext/elasticsearch/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/ElasticsearchAnySearchDAO.java ext/elasticsearch/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/ElasticsearchReindex.java fit/core-reference/src/main/java/org/apache/syncope/core/logic/init/ElasticsearchInit.java fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/ITImplementationLookup.java,5 11 1 68 71 3,5 0 3 25 0 35
2.0.12,ec294925415c9fc58e81c74551d28176245e76e0,SYNCOPE-1399,2.0.12,2.1.3,2.0.12,2018-11-20T11:30:29.000+0000,2018-11-20T17:10:30.000+0000,,,
2.0.12,cb6ca74b20e7a80a80d033a0c32e4b9bdfb33861,SYNCOPE-1404,2.0.12,2.1.3,2.0.12,2018-11-28T08:53:06.000+0000,2018-11-28T09:21:22.000+0000,ide/netbeans/src/main/java/org/apache/syncope/ide/netbeans/ConnectionParams.java ide/netbeans/src/main/java/org/apache/syncope/ide/netbeans/ResourceConnector.java ide/netbeans/src/main/java/org/apache/syncope/ide/netbeans/service/ImplementationManagerService.java ide/netbeans/src/main/java/org/apache/syncope/ide/netbeans/view/ResourceExplorerTopComponent.java,4 2 6 165,0 2 6 159
2.0.12,569b1b322f0364bc865902d595846a613f393b7a,SYNCOPE-1405,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-03T11:52:25.000+0000,2018-12-03T12:02:10.000+0000,,,
2.0.12,34de818e2d7b55c3a50150283cbe320df307d526,SYNCOPE-1406,2.1.2  2.0.12,2.1.3,2.0.12,2018-12-03T11:56:44.000+0000,2018-12-03T12:01:55.000+0000,,,
2.0.12,e4a6d350373fcde0b0937238badd82c901e0a67a,SYNCOPE-1407,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-04T15:35:38.000+0000,2018-12-04T15:58:19.000+0000,client/console/src/main/java/org/apache/syncope/client/console/SyncopeConsoleSession.java client/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/AjaxDateFieldPanel.java client/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/AjaxDateTimeFieldPanel.java client/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/DateFieldPanel.java,1 1 6 1,3 1 3 1
2.0.12,5308afcda55cc0ecf4c41e5cecd92d9e2d6fc2e3,SYNCOPE-1407,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-04T15:35:38.000+0000,2018-12-04T15:58:19.000+0000,fit/core-reference/src/test/java/org/apache/syncope/fit/console/UsersITCase.java,1,1
2.0.12,ae0ee6c4694d6810618d4ea67f72dece518ada5c,SYNCOPE-1408,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-05T09:14:04.000+0000,2018-12-05T12:26:26.000+0000,client/console/src/main/java/org/apache/syncope/client/console/wizards/any/AnyObjectWizardBuilder.java client/console/src/main/java/org/apache/syncope/client/console/wizards/any/AnyWizardBuilder.java client/console/src/main/java/org/apache/syncope/client/console/wizards/any/GroupWizardBuilder.java client/console/src/main/java/org/apache/syncope/client/console/wizards/any/UserWizardBuilder.java,1 33 1 1,1 8 1 1
2.0.12,cc1119af3585f1023494f1741a073d1b3bc5ab5b,SYNCOPE-1408,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-05T09:14:04.000+0000,2018-12-05T12:26:26.000+0000,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/AnyWizardBuilder.java,11,6
2.0.12,eaf70b1fbec40958ab917da88ff0797bd4abe09f,SYNCOPE-1408,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-05T09:14:04.000+0000,2018-12-05T12:26:26.000+0000,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/AnyWizardBuilder.java,7,7
2.0.12,c1879cc2023a32e7d7b60d8389165ea17024b2e2,SYNCOPE-1411,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-10T11:45:54.000+0000,2018-12-10T15:44:02.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AnyObjectDataBinderImpl.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/UserDataBinderImpl.java,8 7,0 1
2.0.12,0377b6b1c39fae4878ed2b77e19d290fe62797da,SYNCOPE-1411,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-10T11:45:54.000+0000,2018-12-10T15:44:02.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AnyObjectDataBinderImpl.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/UserDataBinderImpl.java,0 1,6 5
2.0.12,6583c746d7418b992c0615d57f1228d37fece5ce,SYNCOPE-1417,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-13T16:08:51.000+0000,2018-12-14T11:37:31.000+0000,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAAnySearchDAO.java core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/outer/AnySearchTest.java fit/core-reference/src/test/java/org/apache/syncope/fit/core/SearchITCase.java,17 56 19,0 22 2
2.0.12,b8114cf1cfadd6a9730adca4301663b4dd86db19,SYNCOPE-1419,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-20T13:42:03.000+0000,2018-12-20T23:22:15.000+0000,core/persistence-jpa-json/src/main/java/org/apache/syncope/core/persistence/jpa/dao/PGJPAJSONAnySearchDAO.java core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAAnySearchDAO.java,97 14,80 10
2.0.12,f4adfd2fc6e11ac33c556356db4bc066f4895565,SYNCOPE-1419,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-20T13:42:03.000+0000,2018-12-20T23:22:15.000+0000,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAAnySearchDAO.java core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/inner/AnySearchTest.java,106 14,91 0
2.0.12,deb442998b579a3855940b26c16a5aedcdc6ab05,SYNCOPE-1419,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-20T13:42:03.000+0000,2018-12-20T23:22:15.000+0000,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAAnySearchDAO.java,6,6
2.0.12,4a293350217a4c065781be22d8f8067729ab4df9,SYNCOPE-1419,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-20T13:42:03.000+0000,2018-12-20T23:22:15.000+0000,core/persistence-jpa-json/src/main/java/org/apache/syncope/core/persistence/jpa/dao/PGJPAJSONAnySearchDAO.java core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAAnySearchDAO.java core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/inner/AnySearchTest.java fit/core-reference/src/test/java/org/apache/syncope/fit/core/SearchITCase.java,5 5 3 21,5 4 3 1
2.0.12,10f5c397dcc40e98e09ef025fd6a3de92a30f2f4,SYNCOPE-1420,2.0.11  2.1.2,2.0.12,2.0.12,2018-12-21T10:09:28.000+0000,2018-12-21T11:03:33.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AccessTokenDataBinderImpl.java fit/core-reference/src/test/java/org/apache/syncope/fit/core/JWTITCase.java,2 39,2 0
2.0.12,39b760fa11d662951ddbdf78e5d9836e7fe3cfb0,SYNCOPE-1425,2.0.11  2.1.2,2.0.12,2.0.12,2019-01-17T14:07:17.000+0000,2019-01-17T14:22:39.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/JEXLItemTransformerImpl.java,18,10
2.0.13,9f3b3e39f820d6d1445206e77323b5140d744179,SYNCOPE-1428,2.0.12  2.1.3,2.0.13,2.0.13,2019-01-25T14:39:09.000+0000,2019-01-25T15:26:07.000+0000,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/AbstractServiceImpl.java,0,4
2.0.13,c7349473e7eca5fbedab9567edef17c48c3ae2cf,SYNCOPE-1429,2.0.12  2.1.3,2.0.13,2.0.13,2019-01-25T16:40:18.000+0000,2019-01-30T15:31:17.000+0000,ext/elasticsearch/client-elasticsearch/src/main/java/org/apache/syncope/ext/elasticsearch/client/ElasticsearchClientContext.java ext/elasticsearch/client-elasticsearch/src/main/java/org/apache/syncope/ext/elasticsearch/client/ElasticsearchClientFactoryBean.java ext/elasticsearch/client-elasticsearch/src/main/java/org/apache/syncope/ext/elasticsearch/client/ElasticsearchIndexManager.java ext/elasticsearch/client-elasticsearch/src/main/java/org/apache/syncope/ext/elasticsearch/client/ElasticsearchUtils.java ext/elasticsearch/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/ElasticsearchAnySearchDAO.java ext/elasticsearch/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/ElasticsearchReindex.java fit/core-reference/src/test/java/org/apache/syncope/fit/core/SearchITCase.java fit/core-reference/src/test/java/org/apache/syncope/fit/core/UserSelfITCase.java,4 13 21 9 65 23 20 8,14 33 18 5 27 25 4 0
2.0.13,dae2c2a442a928c351bbe25a9bc3b652a706e36c,SYNCOPE-1430,2.0.12  2.1.3,2.0.13,2.0.13,2019-01-28T14:26:39.000+0000,2019-01-29T17:01:09.000+0000,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/AnyDAO.java core/persistence-jpa-json/src/main/java/org/apache/syncope/core/persistence/api/dao/JPAJSONAnyDAO.java core/persistence-jpa-json/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAJSONAnyObjectDAO.java core/persistence-jpa-json/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAJSONGroupDAO.java core/persistence-jpa-json/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAJSONUserDAO.java core/persistence-jpa-json/src/main/java/org/apache/syncope/core/persistence/jpa/dao/PGJPAJSONAnyDAO.java core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/AbstractAnyDAO.java core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractPlainAttrValue.java core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/inner/UserTest.java core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/outer/UserTest.java core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/IntAttrName.java core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/MappingManager.java core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/ItemTransformer.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/IntAttrNameParser.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/MappingManagerImpl.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AbstractAnyDataBinder.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/JEXLItemTransformerImpl.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/ResourceDataBinderImpl.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/PullUtils.java core/provisioning-java/src/test/java/org/apache/syncope/core/provisioning/java/IntAttrNameParserTest.java ext/oidcclient/logic/src/main/java/org/apache/syncope/core/logic/oidc/OIDCUserManager.java ext/oidcclient/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/OIDCProviderDataBinderImpl.java ext/saml2sp/logic/src/main/java/org/apache/syncope/core/logic/saml2/SAML2UserManager.java ext/saml2sp/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/SAML2IdPDataBinderImpl.java fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/DateToDateItemTransformer.java fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/DateToLongItemTransformer.java fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/ITImplementationLookup.java fit/core-reference/src/test/java/org/apache/syncope/fit/core/PropagationTaskITCase.java fit/core-reference/src/test/java/org/apache/syncope/fit/core/VirAttrITCase.java,5 15 10 10 10 13 9 44 17 2 9 5 6 10 58 12 7 3 6 23 11 3 11 3 50 51 2 155 1,3 5 9 9 9 15 12 1 9 2 8 2 2 6 84 3 4 3 5 12 8 3 8 3 0 0 0 9 5
2.0.13,0e45c389c7c7f5108a62efafe36ded422fc664bd,SYNCOPE-1430,2.0.12  2.1.3,2.0.13,2.0.13,2019-01-28T14:26:39.000+0000,2019-01-29T17:01:09.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/PullUtils.java ext/oidcclient/logic/src/main/java/org/apache/syncope/core/logic/oidc/OIDCUserManager.java ext/saml2sp/logic/src/main/java/org/apache/syncope/core/logic/saml2/SAML2UserManager.java,0 0 0,7 4 4
2.0.13,58976e0280a4e47584d0f9cb8235676c92851d02,SYNCOPE-1431,2.1.3  2.0.13,2.1.4,2.0.13,2019-02-05T08:08:05.000+0000,2019-02-05T16:28:40.000+0000,client/idm/console/src/main/java/org/apache/syncope/client/console/panels/HistoryConfDetails.java,3,2
2.0.13,d00eec5890038e9f766b8e9e03563cb57ff4779e,SYNCOPE-1432,2.1.3  2.0.13,2.1.4,2.0.13,2019-02-05T08:11:57.000+0000,2019-03-04T10:49:41.000+0000,client/idrepo/console/src/main/java/org/apache/syncope/client/console/SyncopeWebApplication.java client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/AbstractAttrs.java,2 3,2 2
2.0.13,f3db2f09a6c3814e2b797856f25664a59bfbed34,SYNCOPE-1437,2.1.3  2.0.13,2.1.4,2.0.13,2019-02-19T16:44:43.000+0000,2019-02-20T10:42:46.000+0000,ext/elasticsearch/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/ElasticsearchAnySearchDAO.java,11,6
2.0.13,bb33bd185e5fef973942e3254839f4a83257dfa3,SYNCOPE-1438,2.0.12  2.1.3,2.0.13,2.0.13,2019-02-20T10:34:24.000+0000,2019-02-20T10:52:12.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/UserDataBinderImpl.java,1,0
2.0.13,950e11d101b690daf30c6927bb793d0b159d01ed,SYNCOPE-1439,2.0.12  2.1.3,2.0.13,2.0.13,2019-02-20T12:05:15.000+0000,2019-03-07T11:12:22.000+0000,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/AbstractMultiPanel.java client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/AnyWizardBuilder.java client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/PlainAttrs.java fit/core-reference/src/test/java/org/apache/syncope/fit/console/UsersITCase.java,1 4 128 213,0 2 24 0
2.0.13,431c351342e06aaf21a2984488b0259c891ff612,SYNCOPE-1439,2.0.12  2.1.3,2.0.13,2.0.13,2019-02-20T12:05:15.000+0000,2019-03-07T11:12:22.000+0000,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/PlainAttrs.java,15,15
2.0.13,8b348db262d4e77285c88df9fe41a93dfabdeb35,SYNCOPE-1440,2.0.12  2.1.3,2.0.13,2.0.13,2019-02-21T09:59:56.000+0000,2019-03-04T10:55:51.000+0000,ext/elasticsearch/client-elasticsearch/src/main/java/org/apache/syncope/ext/elasticsearch/client/ElasticsearchClientContext.java ext/elasticsearch/client-elasticsearch/src/main/java/org/apache/syncope/ext/elasticsearch/client/ElasticsearchUtils.java ext/elasticsearch/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/ElasticsearchAnySearchDAO.java ext/elasticsearch/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/ElasticsearchReindex.java,2 20 1 6,0 0 1 1
2.0.13,141edff18d7bca4ca681bd0c5bb0fd52f79b7f7a,SYNCOPE-1442,2.0.12  2.1.3,2.0.13,2.0.13,2019-02-26T09:37:50.000+0000,2019-03-04T07:59:54.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/AbstractSchedTaskJobDelegate.java,1,0
2.0.13,4ce9519705ec1654feff660b4992aac9ad6c90d5,SYNCOPE-1443,2.0.12  2.1.3,2.0.13,2.0.13,2019-02-28T15:10:46.000+0000,2019-03-04T12:01:02.000+0000,client/idm/console/src/main/java/org/apache/syncope/client/console/commons/status/AbstractStatusBeanProvider.java client/idm/console/src/main/java/org/apache/syncope/client/console/status/AnyStatusDirectoryPanel.java client/idm/console/src/main/java/org/apache/syncope/client/console/status/ResourceStatusDirectoryPanel.java client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/Constants.java,2 4 5 4,2 5 4 0
2.0.13,480ea47befd1b651b373658960bd0beee9f6a9d7,SYNCOPE-1446,2.1.3  2.0.13,2.1.4,2.0.13,2019-03-08T16:17:38.000+0000,2019-03-12T11:59:00.000+0000,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/init/LoggerLoader.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultAuditManager.java fit/core-reference/src/test/java/org/apache/syncope/fit/core/LoggerITCase.java,2 3 80,2 0 0
2.0.13,2bae7c4f54afa85ef3c4c151ba1106fc986f26c4,SYNCOPE-1447,2.1.3  2.0.13,2.1.4,2.0.13,2019-03-11T10:20:19.000+0000,2019-03-11T14:56:40.000+0000,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/ApplicationDirectoryPanel.java client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/PrivilegeDirectoryPanel.java,7 2,11 0
2.0.13,50469a15b51b99e6b1e52a05626f96e0b9ce6cdd,SYNCOPE-1448,2.1.3  2.0.13,2.1.4,2.0.13,2019-03-11T20:11:49.000+0000,2019-03-25T13:45:34.000+0000,core/spring/src/main/java/org/apache/syncope/core/spring/ImplementationManager.java core/spring/src/test/java/org/apache/syncope/core/spring/ImplementationManagerTest.java,40 104,65 0
2.0.13,b723ee53ebeeabd4e510ff7593b87cf167e5aaf9,SYNCOPE-1450,2.0.12  2.1.3,2.0.13,2.0.13,2019-03-12T12:44:06.000+0000,2019-03-12T13:18:50.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/AuditEntry.java,29,11
2.0.13,202337abbaf23aaed17f4f06aff2c618a11117d7,SYNCOPE-1452,2.0.12  2.1.3,2.0.13,2.0.13,2019-03-25T12:03:57.000+0000,2019-03-26T13:31:38.000+0000,client/idrepo/console/src/main/java/org/apache/syncope/client/console/notifications/NotificationWrapper.java,1,1
2.0.13,37c6aacd0dbfccdea7e98c95c94aea882b563d1b,SYNCOPE-1453,2.0.12  2.1.3,2.0.13,2.0.13,2019-03-27T11:23:59.000+0000,2019-03-27T16:39:24.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/UserDataBinderImpl.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/utils/ConnObjectUtils.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/utils/MappingUtils.java,10 4 6,0 1 0
2.0.13,5f13c73f2132fd0413c84aed0855da49711eee7d,SYNCOPE-1453,2.0.12  2.1.3,2.0.13,2.0.13,2019-03-27T11:23:59.000+0000,2019-03-27T16:39:24.000+0000,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/MappingManager.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/MappingManagerImpl.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/UserDataBinderImpl.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/utils/ConnObjectUtils.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/utils/MappingUtils.java,8 8 1 1 0,0 0 2 1 6
2.0.13,289aeb35eed92e2cd5e9ce1b20af52d8a6620609,SYNCOPE-1454,2.0.12  2.1.3,2.0.13,2.0.13,2019-04-02T10:14:53.000+0000,2019-04-02T10:26:30.000+0000,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/PropagationManagerImpl.java,5,1
2.0.13,4d623ddf02bd8b048947c06a47c2adc8090a6f4d,SYNCOPE-1457,2.0.12  2.1.3,2.0.13,2.0.13,2019-04-05T13:20:50.000+0000,2019-04-08T10:15:11.000+0000,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAUserDAO.java core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/DummyImplementationLookup.java core/persistence-jpa/src/test/java/org/apache/syncope/core/persistence/jpa/inner/UserTest.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/MappingManagerImpl.java core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/utils/ConnObjectUtils.java core/provisioning-java/src/test/java/org/apache/syncope/core/provisioning/java/DummyImplementationLookup.java core/spring/src/main/java/org/apache/syncope/core/spring/policy/AccountPolicyException.java core/spring/src/main/java/org/apache/syncope/core/spring/policy/DefaultAccountRule.java core/spring/src/main/java/org/apache/syncope/core/spring/policy/DefaultPasswordRule.java core/spring/src/main/java/org/apache/syncope/core/spring/policy/HaveIBeenPwnedPasswordRule.java core/spring/src/main/java/org/apache/syncope/core/spring/policy/InvalidPasswordRuleConf.java core/spring/src/main/java/org/apache/syncope/core/spring/policy/PasswordPolicyException.java core/spring/src/main/java/org/apache/syncope/core/spring/policy/PolicyException.java core/spring/src/main/java/org/apache/syncope/core/spring/policy/PolicyPattern.java core/spring/src/main/java/org/apache/syncope/core/spring/security/DefaultPasswordGenerator.java core/spring/src/main/java/org/apache/syncope/core/spring/security/PasswordGenerator.java core/spring/src/main/java/org/apache/syncope/core/spring/security/SecureRandomUtils.java core/spring/src/test/java/org/apache/syncope/core/spring/security/PasswordGeneratorTest.java fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/ITImplementationLookup.java fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/TestAccountRule.java fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/TestPasswordRule.java,2 2 1 1 4 2 1 1 1 1 1 1 1 10 4 1 1 2 3 1 1,2 2 1 1 4 2 1 2 3 2 1 1 1 4 5 1 1 2 3 1 1
2.0.13,43aafa5b5c0afb64a46f3c9ecd806c8ce1607c0c,SYNCOPE-1457,2.0.12  2.1.3,2.0.13,2.0.13,2019-04-05T13:20:50.000+0000,2019-04-08T10:15:11.000+0000,core/spring/src/main/java/org/apache/syncope/core/spring/policy/PolicyPattern.java,3,3
2.0.14,bb7c2ba5d2cb60abe7e8f4aeb48615e8c2e79647,SYNCOPE-1467,2.0.13  2.1.4,2.0.14,2.0.14,2019-05-03T14:59:25.000+0000,2019-05-07T13:05:00.000+0000,fit/core-reference/src/test/java/org/apache/syncope/fit/core/GroupITCase.java,39,0
2.0.14,27f3aba37e780ae3852072a1be65d48ed0118c53,SYNCOPE-1469,2.1.4  2.0.14,2.1.5,2.0.14,2019-05-07T06:41:08.000+0000,2019-05-07T06:42:55.000+0000,,,
2.0.14,4cf2d5c306e1a89350294821924365fe587be16c,SYNCOPE-1469,2.1.4  2.0.14,2.1.5,2.0.14,2019-05-07T06:41:08.000+0000,2019-05-07T06:42:55.000+0000,,,
2.0.14,3419d9eddfe0bf74e3a8b108f43242b6aa654e19,SYNCOPE-1470,2.1.4  2.0.14,2.1.5,2.0.14,2019-05-07T07:23:35.000+0000,2019-05-07T07:29:38.000+0000,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/WorkflowFlowableContext.java ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/support/DomainProcessEngineConfiguration.java,3 31,3 0
